title;id;price;sale price;availability;image link;additional image link;all clicks;brand;color;cost of goods sold;custom label 0;custom label 1;custom label 2;custom label 3;custom label 4;description;google product category;gtin;identifier exists;link;material;mpn;product height;product highlight;product length;product type;product weight;product width
"Electric Walk-Behind Corded Auto Floor Scrubber, 17"" Cleaning Path Global Industrial";641410;1799.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/641410.jpg;https://images.globalindustrial.com/images/500x500/641410_16.jpg,https://images.globalindustrial.com/images/500x500/641410_17.jpg,https://images.globalindustrial.com/images/500x500/641410_18.jpg,https://images.globalindustrial.com/images/500x500/641410_19.jpg,https://images.globalindustrial.com/images/500x500/641410_20.jpg,https://images.globalindustrial.com/images/500x500/641410_21.jpg,https://images.globalindustrial.com/images/500x500/641410_22.jpg,https://images.globalindustrial.com/images/500x500/641410_23.jpg;3 149;Global Industrial;Blue;;in stock;Boost;R3Overall;[Janitorial] {2};[Exclusive Brands];"&checkmark; 17W cleaning path with a coverage rate of 16,000 sq. ft. per hour  &checkmark; Smaller housing for use in narrow spaces   &checkmark; 9.2-gallon solution and 10.5-gallon recovery tanks     The Global Industrial Electric Walk-Behind Floor Scrubber provides ergonomic floor maintenance for commercial properties, sports facilities, gymnasiums, schools, and other settings. Constructed from rotationally molded polyethylene, this scrubber is powered by a 0.67 HP motor that offers 140 RPM and 0.67 HP suction for heavy-duty cleaning applications. It has a Pad Assist feature that helps pull the machine forward by the friction of the scrub deck pad against the floor, applying 77 lbs. of pad pressure. Operators simply need to tilt the scrubber forward to allow the spinning pad to contact the floor. Built for durability, this scrubber is corrosion- and impact-resistant.     82' power cord  30W heavy-duty cast aluminum squeegee assembly for removing cleaning solution Includes a set of squeegee blades and a pad driver Scrub brush and floor pads sold separately";Business & Industrial;707022370158;yes;https://www.globalindustrial.com/p/global-industrial-153-electric-auto-floor-scrubber-17-cleaning-path-corded;Plastic;641410;43 in;17W cleaning path with a coverage rate of 16,000 sq. ft. per hour,Smaller housing for use in narrow spaces,9.2-gallon solution and 10.5-gallon recovery tanks;45 in;Floor Machines & Vacuums > Scrubbers & Floor Machines > Janitorial & Facility Maintenance;;19 in
"20"" Cleaning Path Electric Walk-Behind Auto Floor Scrubber, Global Industrial";261990;2299.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/261990.jpg;https://images.globalindustrial.com/images/500x500/261990.jpg,https://images.globalindustrial.com/images/500x500/261990_01.jpg,https://images.globalindustrial.com/images/500x500/261990_02.jpg,https://images.globalindustrial.com/images/500x500/261990_03.jpg,https://images.globalindustrial.com/images/500x500/261990_04.jpg,https://images.globalindustrial.com/images/500x500/261990_05.jpg,https://images.globalindustrial.com/images/500x500/261990_06.jpg,https://images.globalindustrial.com/images/500x500/261990_07.jpg;3 045;Global Industrial;Blue;;in stock;Boost;R3Overall;[Janitorial] {2};[Exclusive Brands];"&checkmark; Cleaning coverage rate of 18,800 sq. ft. per hour  &checkmark; Powered by a 1.6 peak horsepower motor that offers 180 RPM   &checkmark; 82' L safety-yellow power cord with GFCI plug    Quickly clean heavy-traffic work areas with the Global Industrial Electric Walk-Behind Auto Floor Scrubber. Constructed from rotationally molded polyethylene, this scrubber has a 20 wide cleaning path for greater coverage in less time. This unit offers a Pad Assist feature that helps pull the machine forward by the friction of the scrub deck pad against the floor. Operators simply need to tilt the scrubber forward to allow the spinning pad to contact the floor. Corrosion- and impact-resistant, this scrubber is an ideal solution for warehouses, schools, hospitals, and more. Limited 1-Year Warranty.     ETL- and cETL-listed  Heavy-duty 30""W cast aluminum squeegee assembly for removing cleaning solution  12-gallon solution and 15-gallon recovery tanks  Includes a set of squeegee blades and a pad driver Scrub brush and floor pads sold separately";Business & Industrial;707022340502;yes;https://www.globalindustrial.com/p/global-8482-electric-auto-floor-scrubber-20-cleaning-path-corded;Plastic;261990;38 in;"82' L safety-yellow power cord with GFCI plug,""Cleaning coverage rate of 18,800 sq. ft. per hour"",Powered by a 1.6 peak horsepower motor that offers 180 RPM,""Certifications-ETL, cETL""";46 in;Floor Machines & Vacuums > Scrubbers & Floor Machines > Janitorial & Facility Maintenance;;22 in
"Hastings Rectangular Poly Stock Tank, Gray, 96""L x 84""W x 28-1/6""H, 750 Gallon";B2374934;729.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/CET_HPSQ70208.jpg;;2 799;Hastings;Gray;;in stock;Bury;0;Fixed Freight;Standard;"Hastings Poly Stock Tank HPSQ70208 Rectangular 750 Gallon 96""L x 84""W x 28-1/6""H - Gray  This is the most rugged poly tank on the market. It features a closed-lip design that is incredibly strong and won't buckle to crowding livestock. Each tank is made of FDA food-grade high density virgin polyethylene so tanks won't rust or corrode. This tank is resistant to feedlot acids and resistant to UV damage. 2 foot tanks have a screw-in drain plug and all tanks come standard in gray. 3/4"" NPT drain plug insert included. All Hastings poly tanks come with a 3 year warranty on material and workmanship.   All tank sizes are nominal. Most sizes are nested in small, medium, and large to optimize freight expense.";Hardware > Storage Tanks;726559607667;yes;https://www.globalindustrial.com/p/poly-stock-tank-rectangular-750-gallon-96-l-x-84-w-x-28-1-6-h-gray;Polyethylene;HPSQ70208;28.1667 in;;96 in;Bins, Totes, & Containers > Liquid Storage Containers > Stock Tanks > Storage & Shelving;;84 in
"Renegade Adjustable Fork Width Manual Pallet Jack Truck, 2500 lb. Capacity, 26""W x 48""L Forks";B3153197;1549.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/KLS_AP10SL-REN-1.jpg;https://images.globalindustrial.com/images/500x500/KLS_AP10SL-REN-1.jpg,https://images.globalindustrial.com/images/500x500/KLS_AP10SL-REN-2.jpg;2 748;Renegade;Red;;in stock;Boost;0;;;"By upgrading to the Renegade, you can enjoy improved operational efficiency thanks to its easy-to-crank handle that allows for adjustments to almost any pallet size. The forks slide inward quickly from the outside position, making it easier to handle odd-sized items and ensuring a smoother workflow. With this innovative pallet jack, you may see an increase your warehouse and delivery truck space, as well as ensure proper pallet movement.  Features: &lt;ul Style=""Margin-Top:0Px; Padding-Top: 5Px; Padding-Bottom: 5Px;"">Renegade quickly and effortlessly adjusts to almost any size you need, helping to avoid back strain and the need to balance loads, keeping your workplace safeUsing patented technology, Renegade forks adjust Manually from 26"" down to 14.5"" in secondsDual rear auxiliary rollers provide extra support, increasing load stabilityDual entry rollers allow easier entry and exit, reducing load wheel wear and protecting your investmentLowered Fork Height: 3"" Top - 1-1/4"" BottomRaised Fork Height: 7-1/2"" Top - 5-3/4"" BottomIndividual Fork Width: 5-3/4""Height of Unit: 26"", Overall Height with Handle Attached: 46-1/2""Warranty: 1 Year - For Mfg. Defects, Covers Parts Only, Not Responsible for Damage Incurred Through Improper Use - Subject To Manufacturer's InspectionWheel Diameter (Front): Rear Steer- 7"", Front Load- 2-7/8""Wheel Diameter (Back): Rear Steer 2"", Front Load- 3-3/8""";Business & Industrial > Material Handling > Lifts & Hoists > Jacks & Lift Trucks;;yes;https://www.globalindustrial.com/p/adjustable-fork-width-manual-pallet-jack-truck-2500-lb-capacity-26w-x-48l-forks;Steel;AP10SL-REN;46.5 in;;67 in;Pallet Jacks & Trucks > Manual Pallet Jacks & Trucks > Carts & Trucks;;26 in
HEPA Backpack Vacuum, 1-1/2 Gallon Capacity, 8-Piece Tool Kit, Global Industrial;261930;339.95 USD;;in stock;https://images.globalindustrial.com/images/275x275/261930.jpg;https://images.globalindustrial.com/images/500x500/261930_14.jpg,https://images.globalindustrial.com/images/500x500/261930.jpg,https://images.globalindustrial.com/images/500x500/261930_01.jpg,https://images.globalindustrial.com/images/500x500/261930_02.jpg,https://images.globalindustrial.com/images/500x500/261930_03.jpg,https://images.globalindustrial.com/images/500x500/261930_04.jpg,https://images.globalindustrial.com/images/500x500/261930_05.jpg,https://images.globalindustrial.com/images/500x500/261930_06.jpg;2 681;Global Industrial;Blue;;in stock;Boost;1000+;[Janitorial] {3};[Exclusive Brands];"&checkmark; Powerful, innovative, and quiet at 63 dB  &checkmark; Includes a micro filter cloth bag and two HEPA filter bags   &checkmark; 50' cord length eliminates the need for an extension cord    Simplify your cleanup process with the Global Industrial HEPA Backpack Vacuum. Ideal for most commercial and industrial settings, this vacuum allows for constant airflow while directing exhaust away from the operator. Weighing only 9.5 lbs., it rests comfortably on the user's shoulders and features adjustable straps with added cushions, a waist belt, and a built-in heat sensor for added safety. This versatile unit has an 8-piece tool kit that includes (2) aluminum S-wands, an all-bristle floor tool with bumper, a 1-1/2"" horsehair dust brush, a 14"" long crevice tool, an all-purpose cleaning tool with brush, an upholstery tool with slide-on brush, & a paddle tool. Limited 1-Year Warranty.     115"" static lift suction power Built-in fingertip control right at your hip Crush-proof hose with dual swivel cuff that stretches from 4' to 7' Innovative switchbox design li> ETL-listed & Green Label Certified";Business & Industrial;707022326728;yes;https://www.globalindustrial.com/p/global-8482-6-quart-hepa-backpack-vacuum-w-8-piece-tool-kit;Plastic;261930;23 in;"50' cord length eliminates the need for an extension cord,Includes a micro filter cloth bag and two HEPA filter bags,""Powerful, innovative, and quiet at 63 dB"",""Certifications-ETL, cETL""";;Floor Machines & Vacuums > Vacuums > Backpack Vacuums > Janitorial & Facility Maintenance;;9.5 in
"Ravas Manual Pallet Jack Scale Truck, 5000 lb. Capacity, 27""W x 47-1/2""L Forks";B1964714;1449.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/RV9_110-GI_A.jpg;https://images.globalindustrial.com/images/500x500/RV9_110-GI_A.jpg,https://images.globalindustrial.com/images/500x500/RV9_110-GI_B.jpg,https://images.globalindustrial.com/images/500x500/RV9_110-GI_C.jpg,https://images.globalindustrial.com/images/500x500/RV9_110-GI_D.jpg,https://images.globalindustrial.com/images/500x500/RV9_110-GI_E.jpg,https://images.globalindustrial.com/images/500x500/RV9_110-GI_F.jpg,https://images.globalindustrial.com/images/500x500/RV9_110-GI_G.jpg,https://images.globalindustrial.com/images/500x500/RV9_110-GI_H.jpg;2 655;Ravas;Yellow;;in stock;Boost;0;Fixed Freight;Standard;"An inaccurate calculation can lead to significant losses when shipping weights are a source of income. And, if you calculate weight with a static floor scale, you are wasting time, human resources, and valuable warehouse space.The 110 combines the functions of a pallet jack and a scale, eliminating the need for separate weighing processes. This integration saves time by allowing users to weigh and move palletized goods in a single step.  Accurate: The RAVAS-110 maintains 0.1 accuracy for precise weight measurements, ensuring that goods are weighed correctly before transportation or storage. It's an ideal solution for shipping, logistics, and inventory management.  Real-time Data: Equipped with a digital display, the RAVAS-110 provides real-time weight readings. This feature allows operators to monitor and record weights on the spot, contributing to efficient logistics processes, inventory management, and piece counting.  Productive: The 110 contributes to a seamless workflow by combining material handling and weighing into a single step. This integration helps minimize handling steps, reduce the risk of errors, and improve overall process efficiency.  Durable: The 110 is suitable for various industries, including manufacturing, warehouses, distribution centers, and retail. It can handle a range of pallet sizes and weights, making it adaptable to different applications.  Features: &lt;ul Style=""Margin-Top:0Px; Padding-Top: 5Px; Padding-Bottom: 5Px;"">Low battery warning in displayAuto shut off after 3 minutes of non-useError messages in displayTotalling with sequence numberGross/net weighingAutomatic and manual zero correction";Business & Industrial > Material Handling > Lifts & Hoists > Jacks & Lift Trucks;;yes;https://www.globalindustrial.com/p/pallet-scale-truck-110-gi-27-w-x-47-1-2-l-5000-lb-capacity-red;Steel;110-GI;;;47.5 in;Pallet Jacks & Trucks > Pallet Jack Scale Trucks > Carts & Trucks;;27 in
"Low Speed Floor Machine, 17"" Cleaning Path Global Industrial";641251;929.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/641251.jpg;https://images.globalindustrial.com/images/500x500/641251.jpg,https://images.globalindustrial.com/images/500x500/641251_01.jpg,https://images.globalindustrial.com/images/500x500/641251_02.jpg,https://images.globalindustrial.com/images/500x500/641251_03.jpg,https://images.globalindustrial.com/images/500x500/641251_04.jpg,https://images.globalindustrial.com/images/500x500/641251_05.jpg,https://images.globalindustrial.com/images/500x500/641251_06.jpg,https://images.globalindustrial.com/images/500x500/641251_07.jpg;2 644;Global Industrial;Gray;;in stock;Boost;1000+;[Janitorial] {2};[Exclusive Brands];"&checkmark; Low-speed machine is ideal for wet tiles & hard floors  &checkmark; Heavy-duty 1.5HP motor with triple planetary   &checkmark; (2) 5"" rear-mounted wheels for easy transportation    Get tough cleaning jobs done faster with the Global Industrial Low Speed Floor Machine. Constructed from stainless steel, this durable machine provides users with a 17"" cleaning path for greater coverage in less time. It is equipped with a heavy-duty 1.5HP motor and an all-steel gearbox transmission, ensuring a long and dependable service life. Built for versatility, this innovative floor machine operates at 175 RPM, making it ideal for scrubbing, stripping, buffing, and polishing hard floors and tile throughout your facility.     Safety lock-out switch on handle with thumb control Includes an adjustable handle, a rubber guard, a pad driver, & a 50' safety power cord with GFCI plug ETL-listed Accepts a variety of pads (sold separately)";Business & Industrial;707022345613;yes;https://www.globalindustrial.com/p/global-industrial-153-17-floor-machine;;641251;47 in;"Low-speed machine is ideal for wet tiles & hard floors,Heavy-duty 1.5HP motor with triple planetary,""(2) 5"""" rear-mounted wheels for easy transportation"",""Certifications-ETL, cETL""";;Floor Machines & Vacuums > Scrubbers & Floor Machines > Janitorial & Facility Maintenance;;
"Standard Duty Manual Pallet Jack, 5500 lb. Capacity, 21""W x 48""L Forks Global Industrial";989032;409.95 USD;;in stock;https://images.globalindustrial.com/images/275x275/989032.jpg;https://images.globalindustrial.com/images/500x500/989032.jpg,https://images.globalindustrial.com/images/500x500/989032_01.jpg,https://images.globalindustrial.com/images/500x500/989032_02.jpg,https://images.globalindustrial.com/images/500x500/989032_03.jpg,https://images.globalindustrial.com/images/500x500/989032_04.jpg,https://images.globalindustrial.com/images/500x500/989032_05.jpg,https://images.globalindustrial.com/images/500x500/989032_06.jpg,https://images.globalindustrial.com/images/500x500/989032_07.jpg;2 488;Global Industrial;Red;;in stock;Boost;1000+;[Carts & Trucks] {1};[Exclusive Brands];"&checkmark; 5500 lb. weight capacity   &checkmark; Scratch-resistant powder coat finish   &checkmark; 3-function hand control (raise, neutral, lower)      Help eliminate injury on the job with this Global Industrial Standard-Duty Pallet Jack Truck. Engineered for heavy lifting, this pallet truck easily handles up to 5500 lbs. Also known as a Skid Jack, this machine features a chrome pump piston, non-marking polyurethane steer and load wheels, and a scratch-resistant powder coat finish. Limited 1-Year Warranty.       21""W x 48""L forks   Entry rollers for smooth pallet entry/exit";Business & Industrial > Material Handling > Lifts & Hoists > Jacks & Lift Trucks;707022407342;yes;https://www.globalindustrial.com/p/global-industrial-153-standard-duty-pallet-jack-truck-5500-lb-capacity-21-x-48-forks;Steel;989032;;"Scratch-resistant powder coat finish,5500 lb. weight capacity,""3-function hand control (raise, neutral, lower)""";63 in;Pallet Jacks & Trucks > Manual Pallet Jacks & Trucks > Carts & Trucks;;21 in
"18"" Cleaning Path Electric Walk-Behind Auto Floor Scrubber, Global Industrial";641250;2249.00 USD;;in stock;https://images.globalindustrial.com/images/275x275/641250.jpg;https://images.globalindustrial.com/images/500x500/641250_26.jpg,https://images.globalindustrial.com/images/500x500/261990_04.jpg,https://images.globalindustrial.com/images/500x500/261990_05.jpg,https://images.globalindustrial.com/images/500x500/261990_06.jpg,https://images.globalindustrial.com/images/500x500/261990_07.jpg,https://images.globalindustrial.com/images/500x500/261990_08.jpg,https://images.globalindustrial.com/images/500x500/261990_09.jpg,https://images.globalindustrial.com/images/500x500/261990_10.jpg;2 309;Global Industrial;Blue;;in stock;Boost;R3Overall;[Janitorial] {2};[Exclusive Brands];"&checkmark; Provides 17,000 sq. ft. of coverage per hour  &checkmark; Powered by a 1.6 peak horsepower motor that offers a 113"" water lift   &checkmark; 82' L safety-yellow power cord with GFCI plug    Scrub dirt and grime easily with the Global Industrial Electric Walk-Behind Auto Floor Scrubber. Constructed from rotationally molded polyethylene, this scrubber has an 18 cleaning pad that provides a wide cleaning path for greater coverage in less time. This unit offers a Pad Assist feature that helps pull the machine forward by the friction of the scrub deck pad against the floor. Operators simply need to tilt the scrubber forward to allow the spinning pad to contact the floor. Corrosion- and impact-resistant, this scrubber is an ideal solution for warehouses, schools, hospitals, and more. Limited 1-Year Warranty.     ETL- and cETL-listed  Heavy-duty 30""W cast aluminum squeegee assembly for removing cleaning solution  12-gallon solution and 15-gallon recovery tanks  Includes a set of squeegee blades and a pad driver Scrub brush and floor pads sold separately";Business & Industrial;707022345606;yes;https://www.globalindustrial.com/p/global-industrial-153-electric-auto-floor-scrubber-18-cleaning-path-corded;Plastic;641250;38.5 in;"Provides 17,000 sq. ft. of coverage per hour,82' L safety-yellow power cord with GFCI plug,""Powered by a 1.6 peak horsepower motor that offers a 113"""" water lift"",""Certifications-ETL, cETL""";46 in;Floor Machines & Vacuums > Scrubbers & Floor Machines > Janitorial & Facility Maintenance;;21.5 in
"Continental Dynamics 30"" Exhaust Fan w/ Shutter, 8000 CFM, 1/4HP, 1 Phase, 2 Speed, Direct Drive";294498A;359.95 USD;;in stock;https://images.globalindustrial.com/images/275x275/245717_08.jpg;https://images.globalindustrial.com/images/500x500/246621.jpg,https://images.globalindustrial.com/images/500x500/246621_03.jpg,https://images.globalindustrial.com/images/500x500/245717.jpg,https://images.globalindustrial.com/images/500x500/245717_01.jpg,https://images.globalindustrial.com/images/500x500/245717_02.jpg,https://images.globalindustrial.com/images/500x500/245717_03.jpg,https://images.globalindustrial.com/images/500x500/245717_04.jpg,https://images.globalindustrial.com/images/500x500/245717_05.jpg;2 089;Global Industrial;Black;;in stock;Boost;1000+;[HVAC & Fans] {3};Standard;"&checkmark; 30"" fan with adjustable shutters  &checkmark; Moves up to 8000 CFM of air  &checkmark; Integral junction box for direct wiring    Quickly & efficiently vent heat, humidity, fumes, dust, & smoke with the 2-speed Continental Dynamics Direct Drive 30"" Exhaust Fan. It features a 120V, single-phase, permanently-lubricated motor with three aluminum fan blades that move from 6300 to 8000 CFM of air at 70dB, making it ideal for commercial kitchens & industrial settings. Adjustable shutters help prevent back drafts when the fan is not in use, regulate airflow, and provide protection from rain & snow. The fan is installed on inside wall without the need for external framing. OSHA & UL507-compliant, UL & cUL listed. Limited 1-Year Warranty.    1/4 HP, 120V AC, single-phase motor produces 1100 RPM  Two speed settings: 6300 & 8000 CFM Simple beaded chain pull switch Three aluminum fan blades with sturdy spiral steel wire guard  Integral junction box to hardwire an electrical connection Installation hardware included";Business & Industrial;707022031363;yes;https://www.globalindustrial.com/p/tpi-exhaust-fan-30-in-with-shutter-2-speed;Aluminum;294498A;33.5 in;"Moves up to 8000 CFM of air,""30"""" fan with adjustable shutters"",Integral junction box for direct wiring,""Certifications-UL, cUL listed, OSHA, UL507""";;Fans & Blowers > Exhaust & Ventilation Fans > Shutter & Guard Mount Fans > HVAC & Fans;;33 in
Steel Stock Tank 50130148 Round Approximately 340 Gallon - Liquid Storage Tanks;B1044893;449.95 USD;;in stock;https://images.globalindustrial.com/images/275x275/BE4_50130148.jpg;;2 021;Behlen;Gray;;in stock;Bury;0;Fixed Freight;Standard;"Steel Stock Tank 50130148 Round Approximately 340 Gallon    Ideal for all your livestock watering needs. Built to endure the most severe farm and ranch conditions. Corrosion resistant, heavy zinc coating assures long life. Rigid sidewalls have both ribs and corrugations for maximum strength. Heavy galvanized tank bottoms (20 ga.). Heavy, reinforced steel tube rolled into the top lip for added strength and durability. The drain plug is located 1-1/2"" from the bottom of the tank and sits off center 3 to 4 inches depending on the size of the tank. Notes : Tank sizes are nominal and will be slightly less than stated size. For lower freight costs, two tanks of the same size will be nested. Requiring the inner tanks to be undersized.     Limited Warranty is restricted to farming applications only.";Business & Industrial > Industrial Storage;17141334765;yes;https://www.globalindustrial.com/p/round-314-gallon-steel-stock-tank;;50130148;23.5 in;;;Bins, Totes, & Containers > Liquid Storage Containers > Stock Tanks > Storage & Shelving;;
"Storage Cabinet, Turn Handle, 48""W x 24""D x 78""H, Gray, Unassembled Global Industrial - Industrial Storage Cabinets";603357GY;489.95 USD;;in stock;https://images.globalindustrial.com/images/275x275/603600GY.jpg;https://images.globalindustrial.com/images/500x500/603600GY_19.jpg,https://images.globalindustrial.com/images/500x500/603600GY_20.jpg,https://images.globalindustrial.com/images/500x500/603600GY_21.jpg,https://images.globalindustrial.com/images/500x500/603600GY_22.jpg,https://images.globalindustrial.com/images/500x500/603600GY_23.jpg,https://images.globalindustrial.com/images/500x500/603600GY.jpg,https://images.globalindustrial.com/images/500x500/603600GY_01.jpg,https://images.globalindustrial.com/images/500x500/603600GY_02.jpg;2 003;Global Industrial;Gray;;in stock;Boost;1000+;[Storage & Shelving] {2};[Exclusive Brands];"&checkmark; 20-gauge construction body for lasting durability &checkmark; Each shelf holds up to 400 lbs. &checkmark; 22-gauge shelf thickness  Storage cabinets are constructed with a rugged steel that withstands the toughest environments. Doors feature large 4"" x 3/8"" barrel hinges each for security, channel reinforced box formed doors, 3-point locking system with pry-resistant solid steel 5/16"" latching rods, and dual chrome plated die-cast key locking handles. Box-formed shelves have full width steel channel reinforcement to help prevent shelf deflection. Shelf Clips keep shelves stable.";Business & Industrial > Industrial Storage > Industrial Cabinets;707022024631;yes;https://www.globalindustrial.com/p/paramount-storage-cabinet-easy-assembly-48x24x78-gray-2;Steel;603357GY;78 in;20-gauge construction body for lasting durability,22-gauge shelf thickness,Each shelf holds up to 400 lbs.;;Cabinets > Full Height Storage Cabinets > Stationary Storage Cabinets > Storage & Shelving;;48 in
